1,1,18837.0
1,2,18371.0
1,3,10145.0
1,4,19048.0
1,5,27529.0
1,6,15182.0
1,7,21285.0
1,8,23857.0
1,9,10062.0
1,10,6044.0
1,11,17692.0
1,12,40097.0
1,13,11918.0
1,14,5392.0
1,15,25085.0
1,16,19327.0
1,17,95833.0
1,18,13220.0
1,19,2043.0
1,20,963.0
1,21,11392.0
1,22,20745.0
1,23,6334.0
1,24,2619.0
1,25,2583.0
1,26,958.0
1,27,1670.0
1,28,3580.0
1,29,6419.0
1,30,5543.0
1,31,1121.0
2,1,2298.0
2,2,2634.0
2,3,794.0
2,4,38062.0
2,5,13597.0
2,6,6611.0
2,7,35414.0
2,8,2039.0
2,9,25672.0
2,10,12345.0
2,11,34219.0
2,12,5974.0
2,13,2451.0
2,14,6062.0
2,15,17827.0
2,16,2470.0
2,17,24670.0
2,18,9457.0
2,19,15057.0
2,20,34426.0
2,21,13498.0
2,22,17882.0
2,23,11432.0
2,24,18218.0
2,25,5224.0
2,26,3928.0
2,27,2079.0
2,28,2710.0
2,29,0.0
2,30,0.0
2,31,0.0
3,1,19475.0
3,2,37794.0
3,3,2649.0
3,4,4996.0
3,5,10638.0
3,6,3611.0
3,7,14451.0
3,8,5544.0
3,9,2915.0
3,10,1090.0
3,11,2205.0
3,12,8667.0
3,13,13779.0
3,14,5667.0
3,15,1476.0
3,16,5078.0
3,17,3121.0
3,18,4107.0
3,19,3535.0
3,20,19305.0
3,21,13324.0
3,22,4328.0
3,23,3370.0
3,24,6011.0
3,25,1308.0
3,26,915.0
3,27,7784.0
3,28,18658.0
3,29,3224.0
3,30,1905.0
3,31,2453.0
4,1,3326.0
4,2,30145.0
4,3,33332.0
4,4,15192.0
4,5,3204.0
4,6,15721.0
4,7,4019.0
4,8,2085.0
4,9,2093.0
4,10,10982.0
4,11,615.0
4,12,3984.0
4,13,18905.0
4,14,21861.0
4,15,37561.0
4,16,25401.0
4,17,7875.0
4,18,5044.0
4,19,1679.0
4,20,922.0
4,21,4722.0
4,22,2803.0
4,23,9243.0
4,24,2523.0
4,25,4104.0
4,26,1472.0
4,27,2874.0
4,28,2572.0
4,29,438.0
4,30,1379.0
4,31,0.0
5,1,4249.0
5,2,21207.0
5,3,29929.0
5,4,4086.0
5,5,513.0
5,6,2790.0
5,7,1504.0
5,8,1757.0
5,9,19042.0
5,10,16207.0
5,11,4113.0
5,12,7137.0
5,13,3470.0
5,14,46313.0
5,15,62695.0
5,16,23757.0
5,17,9447.0
5,18,5647.0
5,19,7156.0
5,20,42406.0
5,21,14502.0
5,22,13893.0
5,23,5862.0
5,24,6241.0
5,25,4732.0
5,26,6611.0
5,27,8106.0
5,28,9473.0
5,29,27297.0
5,30,18438.0
5,31,35344.0
6,1,38195.0
6,2,16001.0
6,3,9686.0
6,4,20157.0
6,5,3634.0
6,6,3741.0
6,7,33147.0
6,8,10937.0
6,9,20830.0
6,10,16093.0
6,11,19977.0
6,12,5430.0
6,13,8997.0
6,14,8976.0
6,15,9110.0
6,16,7963.0
6,17,8992.0
6,18,20065.0
6,19,27951.0
6,20,25129.0
6,21,11379.0
6,22,26153.0
6,23,9917.0
6,24,34221.0
6,25,38968.0
6,26,36852.0
6,27,11088.0
6,28,57043.0
6,29,9081.0
6,30,6741.0
6,31,0.0
7,1,12301.0
7,2,9134.0
7,3,18682.0
7,4,12294.0
7,5,21011.0
7,6,37090.0
7,7,3380.0
7,8,5224.0
7,9,20322.0
7,10,20245.0
7,11,11903.0
7,12,44745.0
7,13,4880.0
7,14,7904.0
7,15,19841.0
7,16,24342.0
7,17,40131.0
7,18,6555.0
7,19,6859.0
7,20,19409.0
7,21,16201.0
7,22,38996.0
7,23,32585.0
7,24,19336.0
7,25,26103.0
7,26,12031.0
7,27,47263.0
7,28,10507.0
7,29,15855.0
7,30,12961.0
7,31,46212.0
8,1,25065.0
8,2,44513.0
8,3,28030.0
8,4,3006.0
8,5,5515.0
8,6,17840.0
8,7,37332.0
8,8,29754.0
8,9,49002.0
8,10,20783.0
8,11,32612.0
8,12,21311.0
8,13,28663.0
8,14,26061.0
8,15,8328.0
8,16,7699.0
8,17,19742.0
8,18,34737.0
8,19,10010.0
8,20,18189.0
8,21,19150.0
8,22,5554.0
8,23,5321.0
8,24,8884.0
8,25,13535.0
8,26,5846.0
8,27,5584.0
8,28,21712.0
8,29,8251.0
8,30,5970.0
8,31,27295.0
9,1,26573.0
9,2,10849.0
9,3,32814.0
9,4,7751.0
9,5,7440.0
9,6,33863.0
9,7,46149.0
9,8,4777.0
9,9,14354.0
9,10,8213.0
9,11,5053.0
9,12,3941.0
9,13,3543.0
9,14,10374.0
9,15,1401.0
9,16,4333.0
9,17,4531.0
9,18,13041.0
9,19,5253.0
9,20,35648.0
9,21,25137.0
9,22,7272.0
9,23,4154.0
9,24,2831.0
9,25,10259.0
9,26,24588.0
9,27,10985.0
9,28,3078.0
9,29,6543.0
9,30,2637.0
9,31,0.0
10,1,9421.0
10,2,10998.0
10,3,4957.0
10,4,4255.0
10,5,10330.0
10,6,5480.0
10,7,11864.0
10,8,19647.0
10,9,43119.0
10,10,3037.0
10,11,23634.0
10,12,8164.0
10,13,32753.0
10,14,10116.0
10,15,7521.0
10,16,1596.0
10,17,2589.0
10,18,3863.0
10,19,5983.0
10,20,4337.0
10,21,2812.0
10,22,5961.0
10,23,3658.0
10,24,3546.0
10,25,2373.0
10,26,7081.0
10,27,3330.0
10,28,1326.0
10,29,1101.0
10,30,2359.0
10,31,17134.0
11,1,4247.0
11,2,3624.0
11,3,3961.0
11,4,5287.0
11,5,5310.0
11,6,6637.0
11,7,8917.0
11,8,9424.0
11,9,12158.0
11,10,3089.0
11,11,3572.0
11,12,11090.0
11,13,4390.0
11,14,4528.0
11,15,86284.0
11,16,21807.0
11,17,13455.0
11,18,954.0
11,19,1750.0
11,20,19166.0
11,21,4283.0
11,22,1864.0
11,23,1631.0
11,24,9217.0
11,25,40773.0
11,26,41934.0
11,27,11752.0
11,28,6139.0
11,29,4027.0
11,30,9398.0
11,31,0.0
12,1,11776.0
12,2,12089.0
12,3,5395.0
12,4,3081.0
12,5,3331.0
12,6,3381.0
12,7,4943.0
12,8,4974.0
12,9,14747.0
12,10,8785.0
12,11,2137.0
12,12,4301.0
12,13,5599.0
12,14,20522.0
12,15,4459.0
12,16,4828.0
12,17,4293.0
12,18,9080.0
12,19,5974.0
12,20,17447.0
12,21,9306.0
12,22,3242.0
12,23,2040.0
12,24,4678.0
12,25,2632.0
12,26,42007.0
12,27,47757.0
12,28,27098.0
12,29,10948.0
12,30,11472.0
12,31,12978.0
